Item_ID	Sentence	Adj	Noun
22158:100	” on her identity, she said: “ i see myself as a woman … it ’s important that i also acknowledge my journey so i also see myself as a ‘ trans woman ’.	trans	woman
22179:25	the newly -- formed company took on three trans women this week in its first round of hiring.	trans	women
22196:30	“ it happens a lot here in guyana to transgender women.	transgender	women
22238:25	hospital officials found guilty of negligence in transgender woman ’s death.	transgender	woman
22251:14	last week, a trans woman was shot after three men broke into her home and attempted to rape her.	trans	woman
22257:70	a bar owner in oregon has been ordered to pay$ 400,000 --lrb- £ 250,000 --rrb- in compensation to a group of trans women who he told to stop visiting because he did n’t want his business to be known as a “ tranny bar.	trans	women
22258:41	” last year, the rose city t -- girls, a group of trans women and cross dressers, were told they could not to return to the p club by owner chris penner, who said the group were costing him his business.	trans	women
22352:16	joaquín carcaño, a trans man who is the lead plaintiff in the lawsuit, said the agreement would represent an important step for lgbt rights in the state.	trans	man
22466:55	” according to activist farzana riaz, in an april 2022 interview with the guardian, at least 91 transgender women in pakistan have been killed since 2015.	transgender	women
22492:42	the changes, which come into force this week, mean that trans women will be permitted to wear skirts and trans men will be permitted to wear suits, jackets and ties.	trans	women
22492:69	the changes, which come into force this week, mean that trans women will be permitted to wear skirts and trans men will be permitted to wear suits, jackets and ties.	trans	men
22564:19	the mum of a young trans woman who was found hanged to death has spoken out about her devastating loss.	trans	woman
22799:7	a transgender woman has become the first trans person to win the nomination of a party for major political office.	transgender	woman
22825:103	jr – who is not known for his athleticism, academic accomplishment, business acumen or sense of personal decency – had shared articles from anti-lgbt conservative outlets referring to mckinnon as a “ biological male ”.	biological	male
22871:8	a transgender woman of colour has been found dead in her apartment in dallas, texas.	transgender	woman
22952:51	the rule also has a knock on effect to those looking to become leaders as trans women are welcome to sign up to the job role.	trans	women
23081:10	an out transgendered woman sophia trailed jason dunnington by 22 votes.	transgendered	woman
23140:18	” the inclusion of a transgender woman india willoughby in the all -- female launch is bound to rile her.	transgender	woman
23194:47	the committee, which acts as the guardian of the games, states that trans women can compete as long as their testosterone levels in serum were below 10 nanomoles per litre for one year.	trans	women
23264:29	despite being legally allowed to enlist, a trans man was denied entry to the air force in january of this year due to his gender identity.	trans	man
23300:29	teen, 17, charged with murder of transgender woman in chicago.	transgender	woman
23301:55	a 17 -- year -- old boy has been charged with the murder of 24 -- year -- old transgender woman dejanay stanton in chicago.	transgender	woman
23306:84	the more than 400 messages exchanged between the two between july and the day of stanton ’s murder also indicated hill was uneasy with stanton being a trans woman.	trans	woman
23319:43	stanton ’s murder took place on the same day as that of another young trans woman, 18 -- year -- old vontashia bell.	trans	woman
23587:9	” a transgender woman was mocked and outed without her consent on live tv.	transgender	woman
23588:36	a television station in japan has issued an apology to a transgender woman after they outed and mocked her on television without her consent.	transgender	woman
23597:43	following a commercial break, the presenter was shown interviewing a relative of the transgender woman.	transgender	woman
23622:13	regulations for trans men and women participating in football are often shaped by the sense of unease around testosterone levels in trans athletes that anti-trans groups wield like clubs to compel sporting governors to further restrict or ban altogether trans folks in the game.	trans	men
23791:12	loud and proud transgender women share their incredible coming out stories to prove things do get better.	transgender	women
23792:8	six transgender women have shared how they knew they were trans and the first time they came out.	transgender	women
23793:37	in a new episode of pinknews original series, first times, transgender women nina, lili, raina, ruby, connie and michelle opened up about their experiences of coming out online versus to family and friends.	transgender	women
23795:33	nina, 27, grew up next door to two transgender women but, at age 13, she did n’t yet understand herself as transgender.	transgender	women
23803:53	” ruby ’s “ lightbulb moment ” came when she was watching a tv programme featuring a trans woman and realised she related a lot to the character ’s struggle.	trans	woman
23829:14	in 1999, transgender woman monica helms created the first transgender pride flag, which was first shown at a pride parade in phoenix, arizona.	transgender	woman
23830:30	the flag has three different colours: blue for trans men, the pink for trans women and the white stripe in the centre representing the non-binary community.	trans	men
23830:46	the flag has three different colours: blue for trans men, the pink for trans women and the white stripe in the centre representing the non-binary community.	trans	women
23834:28	he was also one of the first documented transgender men to undergo gender reassignment surgery in the us.	transgender	men
23847:53	” the host previously attracted flack for his on -- air remarks about trans people, referring to trans women as “ men who think they are women ”.	trans	women
23925:27	the character – ned wynert – is a trans male and one of several supporting characters that act as quest givers for the game ’s protagonists.	trans	male
23963:72	the bbc says it has warned woman ’s hour host dame jenni murray to stay “ impartial ” after she spoke out about transgender women in a newspaper column.	transgender	women
23964:43	the veteran radio broadcaster penned a piece in the sunday times magazine suggesting that trans women can never be “ real women ” because they could experience male privilege before they transition.	trans	women
23965:22	in the piece, murray slamed transgender women including the late rev carol stone and tv presenter india willoughby, claiming they were not “ real ” women because they cared about make -- up and dresses.	transgender	women
24032:8	10 trans women of colour have been killed in the us already this year.	trans	women
24033:52	the human rights campaign has written that it is “ clear that fatal violence disproportionately affects transgender women of colour ”.	transgender	women
24071:28	” london: drug dealer jailed for stabbing transgender woman to death.	transgender	woman
24072:23	a man charged with stabbing a transgender woman to death in her north london bedroom has been found guilty and sentenced to life imprisonment at the old bailey.	transgender	woman
24225:33	of the 15 trans people amnesty interviewed, 12 are trans women, two are trans men and one is a non-binary person.	trans	women
24225:47	of the 15 trans people amnesty interviewed, 12 are trans women, two are trans men and one is a non-binary person.	trans	men
24226:29	fengling, 21, is one of the trans women interviewed by amnesty.	trans	women
24272:76	two of the murders happened in new orleans, louisiana, over the space of three days, with ciara mcelveen stabbed and another black trans woman, chyna gibson, shot.	trans	woman
24280:45	15 -- year sentence for vile double -- rapist who attacked teenage girl and transgender man.	transgender	man
24281:43	a 24 -- year -- old man who raped two victims, a young transgender man and a teenage girl, has been convicted at durham crown court, and sentenced to 15 years in prison.	transgender	man
24309:21	man charged in murder of transgender woman in dallas.	transgender	woman
24310:36	a man has been charged in the murder investigation of dallas transgender woman chynal lindsey, who was found dead in a lake earlier this month.	transgender	woman
24317:65	” lindsey was the eighth transgender person to be murdered in the us in 2019 so far, and the third black transgender woman killed in dallas in the last 12 months alone.	transgender	woman
24318:25	the murder came just weeks after another transgender woman, muylaysia booker, was murdered in dallas.	transgender	woman
24333:15	freemasons to accept transgender women – if they joined as men.	transgender	women
24337:56	the freemasons ’ new guidelines, which were issued to all lodges on july 17, also allow transgender men to join, according to the times.	transgender	men
24338:64	the group will insist that members continue to address each other with the title ‘ brother ’ even if they are trans women, meaning that someone who has become jessica reynolds will be known as brother jessica or brother reynolds.	trans	women
24434:27	in a press release, who noted that transgender women are at particularly high risk, being “ almost 50 times more likely to have hiv than other adults ”.	transgender	women
24483:38	” a television reporter has shared with viewers that she is a trans woman, in a moving message to viewers.	trans	woman
24487:35	“ my name is nora j.s. reichardt and i ’m a transgender woman living in des moines and working for wi local 5, ” she said.	transgender	woman
24530:57	in its report, the mail on sunday quoted conservative mp david davies, who has previously called trans women “ he / she ” and said they should use men ’s bathrooms.	trans	women
24578:32	” despite being legally allowed to enlist, a trans man was denied entry to the air force in january of this year due to his gender identity.	trans	man
24585:18	labour party row over transgender women on all -- women shortlists for parliament.	transgender	women
24586:52	a labour mp has received a barrage criticism from anti-transgender feminist campaigners after defending the right of transgender women be stand on all -- women shortlists.	transgender	women
24589:61	dawn butler, labour ’s shadow secretary of state for women and equalities, this week gave her backing to transgender women who stand under the system.	transgender	women
24591:47	speaking to this house magazine, ms butler said: “ i think if a trans woman wanted to be included in an all -- women shortlist then that should be considered.	trans	woman
24597:50	” another tweet added: “ transwomen are not women, they are transwomen, ie biological males.	biological	males
24599:9	” but trans women are already competing for seats under long -- standing labour policy.	trans	women
24614:24	caroline flint has claimed that allowing transgender women into women -- only spaces puts other women at risk.	transgender	women
24616:32	” the labour politician went on to question whether transgender women who “ look and sound like a man ” should be allowed to access women ’s spaces.	transgender	women
24618:47	it ’s difficult to judge if someone says they define themselves as a trans woman but for all intents and purposes they look and sound like a man.	trans	woman
24629:34	she added: “ they were n’t voting for a trans woman, they were voting for sophie cook, they were voting for the labour party.	trans	woman
24633:14	” court reinstates transgender man ’s discrimination suit against starbucks.	transgender	man
24809:7	a transgender woman has been shot dead in public after an altercation in portland, oregon.	transgender	woman
24849:24	most of the victims have been trans women of colour.	trans	women
24927:49	another minister with a troubling track record is kemi badenoch, who once referred to trans women as “ men ” and met with the lgb alliance while serving as a junior equalities minister.	trans	women
24984:26	“ last year, in quick succession, two transgender women tragically took their own lives while in custody.	transgender	women
24985:10	a third transgender woman is thought to have taken her own life in november 2016, and a fourth in december 2016.	transgender	woman
24990:23	model andreja pejić comes out as a transgender woman.	transgender	woman
24991:30	model andreja pejić has revealed that she is a transgender woman.	transgender	woman
25003:12	“ as a transgender woman i hope to show that after transition --lrb- a life -- saving process --rrb- one can be happy and successful in their new chapter without having to alienate their past.	transgender	woman
25082:68	after tuesday ’s historic us elections, palm springs in california now has a council made up of two gay men, a transgender woman and a bisexual woman.	transgender	woman
25094:18	in minneapolis, minnesota, trans man phillipe cunningham won a tight race for the city council ’s fourth ward seat to break another trans barrier.	trans	man
25095:64	by beating 20 -- year incumbent and council president barb johnson, cunningham joined andrea jenkins, who became the first trans woman of colour elected in the nation.	trans	woman
25119:92	legislative changes such as the gender identity law of 2012 are making life easier for argentina ’s transgender population, but opportunities are still few, and until now the only transgender women on argentine television have largely been limited to entertainment programmes or soap operas.	transgender	women
25124:8	a trans woman of colour was reportedly shot dead in the us on the eve of international day of transgender visibility --lrb- tdov --rrb-.	trans	woman
25136:21	carmon ’s murder comes after alabama trans woman dana martin was shot dead on january 6 near the 3900 block of brewer road, montgomery, as reported by local paper the montgomery advertiser.	trans	woman
25138:53	at least 26 trans people were murdered in the us in 2018, with the majority being trans women of colour.	trans	women
25204:8	a transgendered man who excelled in female beauty pageants around the uk is set to reveal all in a book documenting his journey from life as a woman to being a man.	transgendered	man
25211:12	allowing openly transgender men and women to serve in the us military is supported by 71 percent of americans, according to new polling from gallup.	transgender	men
25314:7	a transgender man has been stabbed to death in new york.	transgender	man
25334:63	herring was the 18th trans person to be killed this year, and the rest of the victims are largely trans women of colour.	trans	women
25336:84	the murder of dangerfield came just days after “ comedian ” lil ’ duval went on the radio show the breakfast club and “ joked ” about killing trans women.	trans	women
25352:30	brenda bostick was a 59 -- year -- old homeless trans woman who was found with severe injuries in manhattan.	trans	woman
25389:9	because trans women lack it, they can not hope to compete against men.	trans	women
25396:49	tannehill added that if in the future, we see “ a disproportionate number of transgender women ” winning at the highest level of sport, then it would make sense to reevaluate.	transgender	women
25422:8	six transgender men — steffan, cairo, toby, harry, roshaante and kenny — share their experiences of transphobia and discrimination --lrb- the same kind of discrimination has likely stopped many trans people from coming out --rrb-.	transgender	men
25496:36	” charmed star mcgowan came under fire for shouting at a trans woman at an event promoting her book brave at barnes& noble in new york in february 2018.	trans	woman
25499:29	speaking on the podcast, mcgowan said that trans women could not relate to cisgender women ’s experience of “ living in this world as a woman.	trans	women
25525:71	mcgowan also addressed statements from terf groups, which have claimed that cisgender women are at risk of being assaulted by trans women in women -- only spaces.	trans	women
25530:64	it was announced last year that the gay magic mike star would star in tim mcneil ’s drama ‘ anything ’ as a transgender woman.	transgender	woman
25531:96	the news did not go down well with some members of the transgender community, who are angry to see bomer following in a line of cis male actors to play transgender women.	transgender	women
25583:39	a government -- owned local train network in southern india has employed 23 transgender women.	transgender	women
25615:8	a trans woman in pakistan has made history after being the first transgender person to report on national television.	trans	woman
25643:12	last year two transgender women were allegedly gang -- raped in their own home.	transgender	women
25644:9	two other trans women were left brutally beaten when five men broke into the house rented by a group of trans women in the capital, karachi.	trans	women
25644:62	two other trans women were left brutally beaten when five men broke into the house rented by a group of trans women in the capital, karachi.	trans	women
25713:24	“ there has never been an openly transgender woman to win a state title within the united states.	transgender	woman
25725:7	a transgender woman has vowed to sell her virginity in a bid to fund gender reassignment surgery.	transgender	woman
25751:12	” meet the transgender man making history by fronting a campaign about periods.	transgender	man
25752:7	a transgender man will be the face of a groundbreaking campaign to challenge stereotypes around periods.	transgender	man
25781:131	i think it had a lot to do with struggling with my attraction towards men – some unaddressed internalised homophobia, basically – and the only time i allowed myself to revisit those feelings was after i ’d accepted myself as a trans man and begun my transition.	trans	man
25790:106	i never thought i could ever be so comfortable with my identity, yet i ’ve never been more content than i am whenever i say the words: i am a bisexual transgender man.	transgender	man
25809:39	labour activist linda bellos faces private prosecution over threat to ‘ thump ’ transgender women.	transgender	women
25810:68	a radical feminist labour activist who has ties to jeremy corbyn is facing a private prosecution over a threat to ‘ thump ’ transgender women.	transgender	women
25895:26	” msps invite academic who brands trans women ‘ parasites ’ to speak on transgender day of remembrance.	trans	women
25896:40	two politicians invited notorious anti-trans academics – one of whom calls trans women “ parasites ” – to speak at the scottish parliament on international transgender day of remembrance.	trans	women
25902:59	dr jeffreys also spoke at an event at westminster in 2018, during which she claimed that trans women ‘ parasitically occupy ’ women ’s bodies.	trans	women
25907:26	” “ the declaration repeatedly refers to trans women as men, and calls on governments to treat trans people in all law, policies and practices only as the sex they were registered at birth, ” the letter – which was signed by stonewall scotland, scottish trans alliance, lgbt health and wellbeing, equality network and lgbt youth scotland – continues.	trans	women
25908:75	“ to implement this declaration would mean repealing the gender recognition act 2004 … it would also mean all employers and service providers treating trans women as men, and trans men as women, which would be a direct breach of uk and eu equality law, ” the letter said.	trans	women
25908:91	“ to implement this declaration would mean repealing the gender recognition act 2004 … it would also mean all employers and service providers treating trans women as men, and trans men as women, which would be a direct breach of uk and eu equality law, ” the letter said.	trans	men
25959:36	the group added: “ one of our cohort is a trans woman, our friend, and our sister.	trans	woman
25962:8	a transgender woman from nottingham was left humiliated when her bank account was frozen after she spoke to a member of staff over the phone, who decided that she sounded like a man.	transgender	woman
25980:22	davies claimed earlier this year that transgender women “ should be expected to use male facilities ” unless they undergo a sterilising surgery, also referring to a trans woman as a “ he / she ”.	transgender	women
25980:84	davies claimed earlier this year that transgender women “ should be expected to use male facilities ” unless they undergo a sterilising surgery, also referring to a trans woman as a “ he / she ”.	trans	woman
25990:85	” also this week, davies submitted a number of parliamentary questions to ministers demanding to know “ how many gender recognition certificates have been granted to transgender women who posses male genitalia ” in a newspaper column earlier this year mr davies said: “ i suspect it will be impossible to express even the slightest concern about this without being accused of a host of ‘ isms ’ – but i am going to try.	transgender	women
26112:101	the show ’s co-creator steven canals said in a previous statement: “ we are thrilled that pose pushes the narrative forward by centering on the unique and under -- told experiences of trans women and gay people of color.	trans	women
26175:14	coupled with a transgender woman being shot on a local college campus after a sexual encounter, the family decides that madison, wisconsin is an inhospitable environment for poppy and moves to more progressive seattle.	transgender	woman
26221:81	in novels and films for adults, psycho killers who were forced into the “ wrong ” gender by a parent, or tragic figures such as trans man brandon teena, whose real -- life rape and murder is dramatised in boys do n’t cry --lrb- 1999 --rrb-, are being replaced by more positive depictions of transgender people.	trans	man
26234:7	many transgender men and women experience gender dysphoria --lrb- distress --rrb-.	transgender	men
26247:26	oestrogen therapy can not feminise the voice in trans women.	trans	women
26252:8	for trans women, surgical voice feminisation methods involve shortening the vocal cords and / or reducing their mass and / or increasing the tension on the vocal cords.	trans	women
26255:8	for trans men, surgical voice masculinisation involves reducing the tension on the vocal cords so they vibrate at a lower rate.	trans	men
26275:46	although there were very few reports on the effectiveness of voice training for trans women prior to 2000, evidence of the effectiveness has increased rapidly over the last 15 years.	trans	women
26277:43	but it ’s particularly encouraging that all studies published to date show most trans women achieve substantial vocal improvements following training.	trans	women
26378:80	one of the lawyers who represented kim davis is taking a glock handgun into the women ’s toilets, just in case there are any transgender women in there.	transgender	women
26448:20	” kacey de groot, a trans woman and equalities seat holder for lgbtq members on the union ’s governing body neu executive, wrote on twitter that she was “ lost for words ” that “ a tiny number of transphobes within neu have humiliated the union and undone so much hard work by supporting a resource from a transphobic organisation that has no place in education ”.	trans	woman
26457:70	kozma ’s official title will be senior adviser for women ’s empowerment, despite having worked for months to restrict and deny trans females the freedom to use whichever bathroom they want.	trans	females
26486:58	while some struggled to shore up support in their constituencies, some of the politicians – four trans women and six non-binary people who stood for election across the greens, liberal democrats and labour – made gains from their previous stints in 2017.	trans	women
26513:8	a transgender woman in surrey has described how staff at a sainsbury ’s supermarket told her to use the disabled toilets instead of the women ’s facility.	transgender	woman
26520:14	last month, another trans woman was told not to use female toilets at poole stadium.	trans	woman
26575:40	” being transgender is a mental disorder, israeli insurance company tells trans man.	trans	man
26577:72	ayalon insurance, an insurance company located in israel, refused to cover the charges of a mastectomy one of their clients, a transgender man, underwent a year -- and -- a-half ago.	transgender	man
26611:28	the group had invited scientist sally dellow, a transgender woman and a survivor of childhood sexual abuse, as one of the six speakers on the panel.	transgender	woman
26619:30	“ but they will not be lost by including trans women in women ’s spaces, which in fact they have already been part of for many years.	trans	women
26647:18	in this scenario, a trans woman, who does n’t want people to know she ’s trans, does n’t bring in a photo.	trans	woman
26708:7	mississippi transgender woman shot in suspected hate crime attack.	transgender	woman
26709:8	a transgender woman in mississippi was hospitalised after being shot in the leg in a suspected hate crime incident.	transgender	woman
26723:29	” over the past few years, at least three transgender women have been murdered in mississippi: mercedes williamson, mesha caldwell and dee whigham.	transgender	women
26733:7	a trans woman has alleged she was sacked by an employer because she refused to stop using the women ’s toilets.	trans	woman
26767:14	a string of transgender women have been found dead in all -- male prisons in the past year.	transgender	women
26893:19	but accepting herself as a trans woman was something she struggled with for years.	trans	woman
26933:51	” she recalled telling him she was a christian and a conservative, but also a trans woman.	trans	woman
26958:28	sunak has also said he would ban trans women from competing in women ’s sports.	trans	women
26985:61	this update needs to include recording a persons trans status, because of problems at the moment such as trans men who are recorded as male not receiving notifications for smear tests.	trans	men
27036:30	the ‘ go -- to ’ beauty clinic for transgender women in the uk and ireland.	transgender	women
27071:39	the gra is a law that, since 2004, around 5,000 adult trans men and women have used to gain legal recognition of their gender.	trans	men
27233:49	parents and students expressed that they did n’t think it was fair for a trans woman to compete in girls ’ sports.	trans	woman
27257:45	the international olympic committee recently implemented new rules that make it harder for transgender women to compete in female sports.	transgender	women
27342:76	in the us, danica roem made history in 2017 when she was elected to the virginia house of delegates, becoming the first out trans woman to sit in a us state or federal legislature.	trans	woman
27343:29	in brazil, Érica malunguinho became the first out trans woman elected to a legislature in october 2018, winning a seat on the legislative assembly of são paulo.	trans	woman
27356:8	two transgender women allegedly gang -- raped while two others are brutally beaten.	transgender	women
27357:7	two transgender women have allegedly been gang -- raped in their own home, with two other trans women left brutally beaten.	transgender	women
27357:49	two transgender women have allegedly been gang -- raped in their own home, with two other trans women left brutally beaten.	trans	women
27358:49	a group of five men reportedly broke into a house rented by a group of trans women in karachi, pakistan.	trans	women
27360:59	a provincial coordinator for the sindh transgender network, ihsan ali, told news outlet dawn that two of the trans women were gang -- raped by five men.	trans	women
27369:21	” a 25 -- year -- old trans woman named only as chanda was shot dead in karachi last week.	trans	woman
27372:23	scarlett johansson sparks outrage by playing transgender man in new film.	transgender	man
27373:49	scarlett johansson has sparked outrage with an announcement that she is set to play a transgender man in a new film.	transgender	man
27374:135	the avengers star will reunite with rupert sanders, who directed her performance as a canonically asian character in ghost in the shell – a film which was also accused of queerbaiting and straightwashing – to take on the role of real -- life trans man dante “ tex ” gill in rub& tug.	trans	man
27379:69	“ scarlett johansson is gon na work with ghost in a shell director again and this time she ’s playing a trans man i cant breathehrkfkg, ” wrote one astonished observer.	trans	man
27380:64	scarlett johansson is gon na work with ghost in a shell director again and this time she's playing a trans man i cant breathehrkfkg pic.twitter.com/okhk5459bo.	trans	man
27384:85	another critic said: “ scarlett johansson is gon na work with the ghost in the shell director again but this time she ’s gon na play a trans man ” above a picture of an appropriately astonished lisa simpson.	trans	man
27385:72	scarlett johansson is gon na work with the ghost in the shell director again but this time she ’s gon na play a trans man pic.twitter.com/g9brzlbedf.	trans	man
27389:71	one person wrote: “ the fking hubris of invoking tambor with this response when he was literally fired from playing a trans woman for sexually harassing several of us.	trans	woman
27391:57	” the fucking hubris of invoking tambor with this response when he was literally fired from playing a trans woman for sexually harassing several of us.	trans	woman
27435:57	” this 1988 biographical film is a dramatisation of the real -- life story of brandon teena, an american trans man played in the film by hilary swank.	trans	man
27444:25	the short tells the story of two trans men who do n’t realise upon meeting that the other person is transgender.	trans	men
27450:26	the main character, ricky, is a transgender woman living in a small town in kentucky, looking for love, when she gets a crush on a girl.	transgender	woman
27464:29	” romeos is 2011 german tragicomedy film about a transgender man who is also gay – something we often do n’t get to see in films.	transgender	man
27560:8	proud trans woman and tiktok star ilya selyn creates some of the most iconic looks on social media.	trans	woman
27584:85	swimmer lia thomas has used her platform to advocate for the allowance of trans people in sporting events, having been excluded herself after an effective ban on trans women in swimming competitions.	trans	women
27604:7	black transgender woman shot and killed in alabama hotel room.	transgender	woman
27605:7	a transgender woman was found shot to death in her hotel room in alabama last month and is now being counted among the transgender women killed in 2016.	transgender	woman
27605:71	a transgender woman was found shot to death in her hotel room in alabama last month and is now being counted among the transgender women killed in 2016.	transgender	women
27622:37	crystal edmonds was killed in baltimore last month and was the 21st transgender woman to be killed in the us this year.	transgender	woman
27670:69	the “ anti-pc packs ” tell parents to quiz their children ’s schools about which toilets trans students use, whether “ biological males ” are allowed to do sports with girls, and where trans kids are permitted to sleep on group trips.	biological	males
27689:37	the force produced a graphic featuring a stock photo of a trans woman, which read: “ i get called by my previous male name on purpose, but that ’s not who i am.	trans	woman
27758:24	the list of victims is largely trans women of colour.	trans	women
27760:84	the murder of dangerfield came just days after “ comedian ” lil ’ duval went on the radio show the breakfast club and “ joked ” about killing trans women.	trans	women
27776:30	brenda bostick was a 59 -- year -- old homeless trans woman who was found with severe injuries in manhattan.	trans	woman
27793:43	in 2013, it was first revealed that fox was in fact a trans woman, after the us media called the star and threatened to reveal the truth.	trans	woman
27801:38	however, researchers have been quick to point out that a trans woman would actually be at a significant disadvantage in terms of bone strength and muscle density, as a result of hormone treatments.	trans	woman
27804:37	“ nobody has come forward with any verifiable evidence showing that transgender women have a competitive advantage over their peers in sports.	transgender	women
27840:53	she underwent gender surgery in 2014 and spoke publicly about struggling to be accepted as a trans woman.	trans	woman
27899:21	a channel 4 documentary featured a transgender man being outed and people are furious.	transgender	man
27900:52	the premiere of the genderquake series of documentaries on channel 4 has caused controversy after a trans man was outed by another participant.	trans	man
27903:89	during monday ’s episode of genderquake, markus — who identified himself as “ a gay man who wears makeup ” — discovered that fellow housemate romario was a transgender man.	transgender	man
27966:7	the trans man has been legally recognised as male after a 10 -- year -- long legal battle.	trans	man
27969:63	but in a landmark ruling, the botswana high court has ordered the country ’s government to change the gender marker on a trans man ’s identity card from female to male.	trans	man
27974:18	but tshiamo rantao, the trans man ’s lawyer, said that the landmark victory was not just about his client.	trans	man
27978:54	another case over transgender rights in the country will be heard in december, brought by botswanan trans woman tshepo ricki kgositau.	trans	woman
27986:69	after playing for the ainslie tricolours this past season in the afl canberra women ’s competition, mouncey now wants to be the first transgender woman in the country to play in the elite league.	transgender	woman
28091:62	“ it is tragic that this issue should be highlighted today by the death of vicky thompson, a young transgender woman who was sent to a male prison.	transgender	woman
28162:62	” “ although 2016 was the trans tipping point, there ’s a long way to go – seven transgender women of color have already been murdered in 2017, ” said lgbt equality caucus co-chair rep. sean patrick maloney --lrb- ny -- 18 --rrb-.	transgender	women
28165:21	“ amidst rising violence against trans women of color and the disgraceful decision by the trump administration to undermine vital protections, we need to send a clear message to transgender people across this country that they matter and that there millions of people – including many walking the halls of congress – who are fighting every day to ensure that they are treated with the dignity and fairness that every person deserves.	trans	women
28172:13	” “ four transgender women of color were murdered in the last 10 days, making it a total of 7 transgender women – 6 african american and 1 native american – who have been killed just two months into 2017, ” said rep. raul grijalva --lrb- az -- 3 --rrb-.	transgender	women
28172:63	” “ four transgender women of color were murdered in the last 10 days, making it a total of 7 transgender women – 6 african american and 1 native american – who have been killed just two months into 2017, ” said rep. raul grijalva --lrb- az -- 3 --rrb-.	transgender	women
28191:53	joe biden condemned donald trump for “ turning a blind eye to the epidemic of violence against transgender women of colour ” during a campaign speech last month.	transgender	women
28192:66	indeed, there have been soaring levels of violence against trans and gender non-confirming people during trump ’s presidency, and black trans women are sadly at the top of the tragic list.	trans	women
28218:59	and in march, the trump administration officially declared that it believes trans girls should be treated as “ biological males ” when playing sports at school.	biological	males
28260:41	maher host previously said that a guest who wanted to ban trans women from using female toilets was “ not unreasonable.	trans	women
28280:8	a transgender man from texas has opened up about his experience of giving birth to his first child.	transgender	man
28305:82	” a 2014 study from the american college of obstetricians and gynaecologists found that there was a lack of awareness, services and medical assistance available to pregnant transgender men.	transgender	men
28307:58	in 2008, thomas beatie penned an article for the advocate which delved into his experience as a pregnant transgender man.	transgender	man
28478:14	i am a transgender man who would rather be using the men ’s room right now.	transgender	man
29253:6	unnamed trans woman.	trans	woman
29258:6	unnamed trans woman.	trans	woman
29265:10	a black transgender woman who was found murdered in a motel room.	transgender	woman
29271:10	a black transgender woman who was found shot to death.	transgender	woman
29278:8	a transgender woman from honduras was stabbed and had her body set ablaze inside her los angeles home.	transgender	woman
29297:59	a 22 -- year -- old venezuelan woman has taken home the crown in the world ’s biggest beauty pageant for trans women.	trans	women
29421:39	prime minister rishi sunak and his predecessor liz truss have denied that trans women are women.	trans	women
29613:10	the two transgender women, who do not wish to be identified, live in a small village outside southampton.	transgender	women
29648:46	pauline ngarmpring, who transitioned at the age of 49, became the first transgender woman running to be prime minister.	transgender	woman
29655:20	and perhaps next time, even a transgender woman will have a chance.	transgender	woman
29661:77	“ i have never engaged in such propaganda, but i have no idea how to continue conducting public political activities, being an openly transgender woman.	transgender	woman
29674:44	the show ’s writers were inspired by the story of hayley anthony, a trans woman who helped dr jess ting to create a revolutionary new procedure for vaginoplasty surgeries.	trans	woman
29680:54	played by trans actor alex blue davis, dr parker is, in his own words, a “ proud trans man.	trans	man
29716:7	a transgender woman has been found murdered in memphis, tennessee.	transgender	woman
29718:52	police misgendered her in initial reports, but her family told wreg that she was a transgender woman.	transgender	woman
29732:52	when it was announced that the gay magic mike star would star in anything as a transgender woman, some members of the transgender community criticised the film for casting bomer – a cis male actor – as a transgender woman.	transgender	woman
29732:115	when it was announced that the gay magic mike star would star in anything as a transgender woman, some members of the transgender community criticised the film for casting bomer – a cis male actor – as a transgender woman.	transgender	woman
29738:85	if it is no longer acceptable for white folks to play african americans, american indians, asian americans, why is it acceptable for men to play trans women?	trans	women
29739:41	” an admin of the page wrote in another: “ as a trans woman, i know from personal experience that many gay men believe that trans women are really gay men who refuse to deal with being gay men.	trans	woman
29739:80	” an admin of the page wrote in another: “ as a trans woman, i know from personal experience that many gay men believe that trans women are really gay men who refuse to deal with being gay men.	trans	women
29741:63	“ so perhaps the gay men who insist on ‘ gay -- splaining ’ that matt bomer should be playing a trans woman just ca n’t get over the notion that trans women are in fact women, not gay men.	trans	woman
29741:93	“ so perhaps the gay men who insist on ‘ gay -- splaining ’ that matt bomer should be playing a trans woman just ca n’t get over the notion that trans women are in fact women, not gay men.	trans	women
29742:63	” another read: “ on trans narratives i asked the trans community what they thought of cis men playing trans women.	trans	women
29842:19	for the first time, a trans woman has taken on the most prestigious role in iceland ’s national day celebrations.	trans	woman
29913:7	two transgender women sexually assaulted in male prisons.	transgender	women
29914:7	two transgender women have been sexually assaulted while behind bars in male prisons.	transgender	women
29915:24	despite official guidance that states transgender women should not be placed in male general population, trans women in the uk are frequently forced to serve time in men ’s prisons.	transgender	women
29915:53	despite official guidance that states transgender women should not be placed in male general population, trans women in the uk are frequently forced to serve time in men ’s prisons.	trans	women
29916:36	according to reports, police are investigating two sexual assaults on trans women that took place in at hm prison littlehey, a category c male sex offenders prison in cambridgeshire.	trans	women
29927:64	” however, despite the guidance, campaigners say little has changed – and there are still a number of trans women serving time in male prisons.	trans	women
29928:19	the noms document states that trans women can be sent to men ’s prisons if there is a ‘ lack of evidence ’ of their gender identity or if they are judged to be a threat.	trans	women
29974:18	earlier this month, three indian transgender women were appointed to become police officers, only months after the laws allowing transgender people in the force were changed.	transgender	women
